Approved symbol	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)	UniProt ID(supplied by UniProt)
RNU1-15P	26858	ENSG00000195024	
RNU1-16P	100873860	ENSG00000202347	
RNU1-17P	100873814	ENSG00000199892	
RNU1-18P	100873815	ENSG00000199932	
RNU1-19P	100873861	ENSG00000200176	
RNU1-20P	100873816	ENSG00000200184	
RNU1-21P	100873862	ENSG00000200197	
RNU1-22P	100873863	ENSG00000200204	
RNU1-23P	106478980	ENSG00000200231	
RNU1-24P	100873865	ENSG00000201155	
RNU1-27P	26865	ENSG00000206596	
RNU1-28P	26866	ENSG00000206588	
RNU1-29P	106480154	ENSG00000271739	
RNU1-30P	106480662	ENSG00000272020	
RNU1-31P	106481606	ENSG00000200745	
RNU1-32P	106480155	ENSG00000200807	
RNU1-33P	106480156	ENSG00000201119	
RNU1-34P	106481607	ENSG00000201291	
RNU1-35P	106480157	ENSG00000199652	
RNU1-36P	106481783	ENSG00000202000	
RNU1-38P	106481608	ENSG00000199687	
RNU1-39P	106481953	ENSG00000206624	
RNU1-40P	106480158	ENSG00000252625	
RNU1-41P	107105262	ENSG00000251970	
RNU1-42P	106481609	ENSG00000200903	
RNU1-43P	106480159	ENSG00000201922	
RNU1-44P	106480160	ENSG00000207182	
RNU1-45P	106481610	ENSG00000253000	
RNU1-46P	106480663	ENSG00000207154	
RNU1-47P	106480161	ENSG00000199836	
RNU1-48P	107080628	ENSG00000252209	
RNU1-49P	106480162	ENSG00000200338	
RNU1-51P	106480163	ENSG00000202215	
RNU1-52P	106480164	ENSG00000206917	
RNU1-54P	106481611	ENSG00000252990	
RNU1-55P	106481954	ENSG00000202380	
RNU1-56P	106480165	ENSG00000212605	
RNU1-57P	106480166	ENSG00000207220	
RNU1-58P	106481612	ENSG00000199283	
RNU1-60P			
RNU1-61P	106481980	ENSG00000251916	
RNU1-62P	106481613	ENSG00000199469	
RNU1-63P	106480664	ENSG00000206629	
RNU1-64P	106480168	ENSG00000202313	
RNU1-65P	106481614	ENSG00000200789	
RNU1-67P	106480169	ENSG00000207175	
RNU1-68P	106481615	ENSG00000275229	
RNU1-69P			
RNU1-70P	107105264	ENSG00000199488	
RNU1-72P	106481955	ENSG00000199846	
RNU1-73P	106481616	ENSG00000206698	
RNU1-74P	106480171	ENSG00000206835	
RNU1-75P	106480172	ENSG00000194297	
RNU1-76P	106481617	ENSG00000199773	
RNU1-77P	106480173	ENSG00000212170	
RNU1-78P	106480665	ENSG00000212550	
RNU1-79P	107521942		
RNU1-80P	106480174	ENSG00000238898	
RNU1-82P	106480175	ENSG00000212153	
RNU1-83P	106480176	ENSG00000200296	
RNU1-84P	106481618	ENSG00000202317	
RNU1-86P	106480666	ENSG00000251917	
RNU1-88P	106481619	ENSG00000238554	
RNU1-89P	106480412	ENSG00000207322	
RNU1-91P	106480179	ENSG00000201616	
RNU1-93P	106480180	ENSG00000201574	
RNU1-94P	106481956	ENSG00000199497	
RNU1-95P	106481621	ENSG00000252166	
RNU1-96P	106480181	ENSG00000201033	
RNU1-97P	106480182	ENSG00000252681	
RNU1-98P	106481622	ENSG00000239023	
RNU1-100P	106480183	ENSG00000202125	
RNU1-101P	106480667	ENSG00000212473	
RNU1-103P	106481623	ENSG00000252311	
RNU1-104P	106480184	ENSG00000253089	
RNU1-105P	106480185	ENSG00000200340	
RNU1-107P	106480186	ENSG00000252426	
RNU1-108P	106481957	ENSG00000199426	
RNU1-109P	106481625	ENSG00000206687	
RNU1-112P	106480187	ENSG00000201271	
RNU1-114P	106481626	ENSG00000202167	
RNU1-115P	106480188	ENSG00000202199	
RNU1-116P	107521946		
RNU1-117P	106480189	ENSG00000252850	
RNU1-119P	106480668	ENSG00000212424	
RNU1-123P	106481628	ENSG00000239194	
RNU1-124P	106481629	ENSG00000200731	
RNU1-125P	106866915	ENSG00000252561	
RNU1-128P	106480191	ENSG00000252513	
RNU1-129P	106481630	ENSG00000206791	
RNU1-130P	106480192	ENSG00000200800	
RNU1-131P	106480193	ENSG00000238833	
RNU1-132P	106481958	ENSG00000201170	
RNU1-133P	106481631	ENSG00000201737	
RNU1-134P	106480194	ENSG00000199805	
RNU1-135P			
RNU1-136P	106481632	ENSG00000206908	
RNU1-137P			
RNU1-138P	106480195	ENSG00000206820	
RNU1-139P	106480196	ENSG00000212609	
RNU1-140P	106480669	ENSG00000201910	
RNU1-141P	106481633	ENSG00000201493	
RNU1-142P	106480197	ENSG00000252491	
RNU1-143P	106481634	ENSG00000252105	
RNU1-146P	106480198	ENSG00000200885	
RNU1-148P	106481635	ENSG00000207201	
RNU1-149P	107048983	ENSG00000212172	
RNU1-150P	106480413	ENSG00000199361	
RNU1-151P	110806291	ENSG00000201142	
RNU1-152P	107521952		
RNU1-153P	115409985	ENSG00000277678	
RNU1-154P	115409990	ENSG00000270384	
RNU1-155P	115409986	ENSG00000252135	
RNU1A3			
RNU1C2			
RNU1D2			
RNU1E2			
RNU1F1			
RNU1G2			
RNU1G4			
RNU1P1			
RNU1P3			
RNU1P4			
RNU1P9			
RNU2-1	6066	ENSG00000274585	
RNU2-2P	26855	ENSG00000222328	
RNU2-3P	26854	ENSG00000222076	
RNU2-4P	26853	ENSG00000277084	
RNU2-5P	26852	ENSG00000222465	
RNU2-6P	100873825	ENSG00000223336	
RNU2-7P	100873824	ENSG00000222726	
RNU2-8P	106480200	ENSG00000222659	
RNU2-9P	106481636	ENSG00000222126	
RNU2-10P	106480201	ENSG00000252184	
RNU2-11P	106481637	ENSG00000239122	
RNU2-12P	106480202	ENSG00000253025	
RNU2-13P	106480203	ENSG00000251718	
RNU2-14P	106481638	ENSG00000222985	
RNU2-15P	106866980	ENSG00000222624	
RNU2-16P	106481639	ENSG00000222644	
RNU2-17P	106480204	ENSG00000222222	
RNU2-18P	106480205	ENSG00000223156	
RNU2-19P	106481959	ENSG00000253097	
RNU2-20P	106481640	ENSG00000222357	
RNU2-21P	106480206	ENSG00000222300	
RNU2-22P	106660611	ENSG00000223198	
RNU2-23P	106481641	ENSG00000222477	
RNU2-24P	106480207	ENSG00000252639	
RNU2-25P	106480208	ENSG00000222973	
RNU2-26P	106480414	ENSG00000222440	
RNU2-27P	106481642	ENSG00000251994	
RNU2-28P	106480670	ENSG00000222389	
RNU2-29P	106480209	ENSG00000222355	
RNU2-30P	106481643	ENSG00000252018	
RNU2-31P	106480210	ENSG00000252763	
RNU2-32P	106481644	ENSG00000223125	
RNU2-33P	106480211	ENSG00000222276	
RNU2-34P	106481960	ENSG00000252343	
RNU2-35P	106480212	ENSG00000252255	
RNU2-36P	106481645	ENSG00000222293	
RNU2-37P	106480213	ENSG00000222627	
RNU2-38P	106481646	ENSG00000222788	
RNU2-39P	106480214	ENSG00000222536	
RNU2-40P	106480671	ENSG00000222765	
RNU2-41P	106480215	ENSG00000222923	
RNU2-42P	106481647	ENSG00000222629	
RNU2-43P	106480216	ENSG00000222238	
RNU2-44P	106481648	ENSG00000252604	
RNU2-45P	106480217	ENSG00000251877	
RNU2-46P	106480218	ENSG00000252847	
RNU2-47P	106480672	ENSG00000222581	
RNU2-48P	106481649	ENSG00000222626	
RNU2-49P	106480219	ENSG00000222598	
RNU2-50P	106481650	ENSG00000222426	
RNU2-51P	106480415	ENSG00000222640	
RNU2-52P	107080629	ENSG00000222612	
RNU2-53P	106480220	ENSG00000252066	
RNU2-54P	106481651	ENSG00000222231	
RNU2-55P	106481961	ENSG00000223078	
RNU2-56P	106480221	ENSG00000252635	
RNU2-57P	106480222	ENSG00000252468	
RNU2-58P	106481652	ENSG00000252212	
RNU2-59P	106480223	ENSG00000222414	
RNU2-60P	106481653	ENSG00000253099	
RNU2-61P	106480673	ENSG00000223001	
RNU2-62P	106480224	ENSG00000222800	
RNU2-63P	106480225	ENSG00000222724	
RNU2-64P	106481654	ENSG00000223247	
RNU2-65P	106480226	ENSG00000222094	
RNU2-66P	106481655	ENSG00000222582	
RNU2-67P			
RNU2-68P	106481962	ENSG00000222810	
RNU2-69P	106481656	ENSG00000251870	
RNU2-70P	106480227	ENSG00000222650	
RNU2-71P	106480228	ENSG00000223327	
RNU2-72P	106480702	ENSG00000223107	
RNU3			
RNU3A2			
RNU3A3			
RNU3B1			
RNU3B2			
RNU3B3			
RNU3B4			
RNU4-1	26835	ENSG00000200795	
RNU4-1B			
RNU4-2	26834	ENSG00000202538	
RNU4-3P	26841		
RNU4-4P	26840	ENSG00000201458	
RNU4-5P	26839	ENSG00000272160	
RNU4-6P	26838	ENSG00000222736	
RNU4-7P	6069	ENSG00000201628	
RNU4-8P	6070	ENSG00000201806	
RNU4-9P	100862675	ENSG00000201821	
RNU4-10P	100862676	ENSG00000201253	
RNU4-11P	106481175	ENSG00000202157	
RNU4-12P	106479564	ENSG00000202103	
RNU4-13P	106481763	ENSG00000200889	
RNU4-14P	106481176	ENSG00000222790	
RNU4-15P	106479565	ENSG00000199483	
RNU4-16P	106479566	ENSG00000201607	
RNU4-17P	106481177	ENSG00000202468	
RNU4-18P	106480545	ENSG00000252560	
RNU4-19P			
RNU4-20P	106479567	ENSG00000202471	
RNU4-21P	106481178	ENSG00000199672	
RNU4-22P	107057646	ENSG00000222990	
RNU4-23P	106479568	ENSG00000199709	
RNU4-24P	106481179	ENSG00000201435	
RNU4-25P	106481870	ENSG00000222501	
RNU4-26P	106479569	ENSG00000222202	
RNU4-27P	106481180	ENSG00000222821	
RNU4-28P	106479570	ENSG00000201609	
RNU4-29P	106481181	ENSG00000251752	
RNU4-30P	106479571	ENSG00000222177	
RNU4-31P	106480546	ENSG00000206938	
RNU4-32P	106479572	ENSG00000200274	
RNU4-33P	107080655	ENSG00000201186	
RNU4-34P	106480385	ENSG00000222363	
RNU4-35P	106481182	ENSG00000199458	
RNU4-36P	106479573	ENSG00000201164	
RNU4-37P	106481183	ENSG00000222146	
RNU4-38P	106479574	ENSG00000201342	
RNU4-39P	106479575	ENSG00000199325	
RNU4-40P	106479576	ENSG00000201221	
RNU4-41P	106481184	ENSG00000201296	
RNU4-42P	106479577	ENSG00000201608	
RNU4-43P	106481185	ENSG00000222560	
RNU4-44P	106479578	ENSG00000199920	
RNU4-45P	106481186	ENSG00000202339	
RNU4-46P	107048985	ENSG00000222750	
RNU4-47P	106479579	ENSG00000222808	
RNU4-48P	106479580	ENSG00000202429	
RNU4-49P	106481187	ENSG00000251889	
RNU4-50P	106481871	ENSG00000201231	
RNU4-51P	106479581	ENSG00000201076	
RNU4-52P	106481188	ENSG00000206936	
RNU4-53P	106479582	ENSG00000222760	
RNU4-54P	106479583	ENSG00000252237	
RNU4-55P	106481189	ENSG00000222663	
RNU4-56P	106480547	ENSG00000201570	
RNU4-57P	106479584	ENSG00000251789	
RNU4-58P	106481190	ENSG00000200062	
RNU4-59P	106481764	ENSG00000201317	
RNU4-60P	106479585	ENSG00000253048	
RNU4-61P	106481191	ENSG00000223175	
RNU4-62P	106479586	ENSG00000222057	
RNU4-63P	106479587	ENSG00000223245	
RNU4-64P	106481872	ENSG00000222727	
RNU4-65P	106481192	ENSG00000222405	
RNU4-66P	106479588	ENSG00000202069	
RNU4-67P	106481193	ENSG00000201439	
RNU4-68P	106479589	ENSG00000201184	
RNU4-69P	106479590	ENSG00000222609	
RNU4-70P	106480548	ENSG00000207309	
RNU4-71P	106481194	ENSG00000252067	
RNU4-72P	106479591	ENSG00000222686	
RNU4-73P	106481195	ENSG00000200034	
RNU4-74P	106479592	ENSG00000223212	
RNU4-75P	106479593	ENSG00000201491	
RNU4-76P	106480549	ENSG00000201379	
RNU4-77P	106481196	ENSG00000252501	
RNU4-78P	106479594	ENSG00000222872	
RNU4-79P	106481197	ENSG00000199634	
RNU4-80P	106480386	ENSG00000200070	
RNU4-81P	106479595	ENSG00000200431	
RNU4-82P	106481198	ENSG00000199313	
RNU4-83P	106479596	ENSG00000222795	
RNU4-84P	106481873	ENSG00000201070	
RNU4-85P	106479597	ENSG00000201545	
RNU4-86P	106481199	ENSG00000222067	
RNU4-87P	106479598	ENSG00000200974	
RNU4-88P	106479599	ENSG00000223152	
RNU4-89P	106481200	ENSG00000272359	
RNU4-90P	106479600	ENSG00000199643	
RNU4-91P	106481201	ENSG00000201648	
RNU4-92P	106479601	ENSG00000200653	
RNU4A			
RNU4ATAC	100151683	ENSG00000264229	
RNU4ATAC2P	100873889	ENSG00000221601	
RNU4ATAC3P	106480753	ENSG00000252508	
RNU4ATAC4P	106479539	ENSG00000252116	
RNU4ATAC5P	106481156	ENSG00000253035	
RNU4ATAC6P	106479540	ENSG00000252401	
RNU4ATAC7P	106480539	ENSG00000252089	
RNU4ATAC8P	106481157	ENSG00000252005	
RNU4ATAC9P	106479541	ENSG00000252955	
RNU4ATAC10P	106479542	ENSG00000252776	
RNU4ATAC11P	106481158	ENSG00000251748	
RNU4ATAC12P	106481865	ENSG00000252269	
RNU4ATAC13P	106479543	ENSG00000251741	
RNU4ATAC14P	106481159	ENSG00000252013	
RNU4ATAC15P	106479544	ENSG00000252224	
RNU4ATAC16P	106481160	ENSG00000221439	
RNU4ATAC17P	106480696	ENSG00000253081	
RNU4ATAC18P	106481866	ENSG00000251988	
RNU5A-1	26831	ENSG00000199568	
RNU5A-2P	100873830	ENSG00000207065	
RNU5A-3P	100873831	ENSG00000254172	
RNU5A-4P	100873870	ENSG00000252397	
RNU5A-5P	100873835	ENSG00000222986	
RNU5A-6P	100873871	ENSG00000206863	
RNU5A-7P	100873872	ENSG00000251788	
RNU5A-8P	100873838	ENSG00000200972	
RNU5B-1	26832	ENSG00000200156	
RNU5B-2P	100147750	ENSG00000199906	
RNU5B-3P	100147751	ENSG00000252410	
RNU5B-4P	100147752	ENSG00000200378	
RNU5B-5P	100147753		
RNU5B-6P	100147754	ENSG00000252574	
RNU5C			
RNU5D-1	26830	ENSG00000200169	
RNU5D-2P	100873841	ENSG00000252521	
RNU5E-1	26829	ENSG00000199347	
RNU5E-2P	100873827		
RNU5E-3P	100873828	ENSG00000251722	
RNU5E-4P	100873829	ENSG00000201801	
RNU5E-5P	100873869	ENSG00000202249	
RNU5E-6P	100873832	ENSG00000202444	
RNU5E-7P	100873836	ENSG00000202160	
RNU5E-8P	100873837	ENSG00000200372	
RNU5E-9P	100873840	ENSG00000223096	
RNU5E-10P	100873888	ENSG00000200376	
RNU5F-1	26828	ENSG00000199377	
RNU5F-2P	100873826	ENSG00000251875	
RNU5F-3P	100873866	ENSG00000200637	
RNU5F-4P	100873867	ENSG00000252390	
RNU5F-5P	100873868		
RNU5F-6P	100873833	ENSG00000199849	
RNU5F-7P	100873834	ENSG00000200566	
RNU5F-8P	100873839	ENSG00000251750	
RNU6-1	26827	ENSG00000206625	
RNU6-2	103625684	ENSG00000207357	
RNU6-3P	106478919	ENSG00000207041	
RNU6-4P	106478914	ENSG00000206932	
RNU6-5P	106478913	ENSG00000206965	
RNU6-6P	26826	ENSG00000272055	
RNU6-7	101954275	ENSG00000201654	
RNU6-8	101954278	ENSG00000202337	
RNU6-9	101954271	ENSG00000207507	
RNU6-10P	100873745	ENSG00000206763	
RNU6-11P	106478915	ENSG00000201104	
RNU6-12P	106481973	ENSG00000207334	
RNU6-13P	106480423	ENSG00000206975	
RNU6-14P	100873746	ENSG00000207360	
RNU6-15P	100302741	ENSG00000207264	
RNU6-16P	100873753	ENSG00000207113	
RNU6-17P	106480705	ENSG00000206972	
RNU6-18P	106478916	ENSG00000207257	
RNU6-19P	100873754	ENSG00000207449	
RNU6-20P	106480706	ENSG00000206833	
RNU6-21P	100302738	ENSG00000207441	
RNU6-22P	106478917	ENSG00000207083	
RNU6-23P	100873755	ENSG00000200153	
RNU6-24P	106480707	ENSG00000207169	
RNU6-25P	106480704	ENSG00000206600	
RNU6-26P	100873741	ENSG00000206712	
RNU6-27P	106478918	ENSG00000251955	
RNU6-28P	100873756	ENSG00000199248	
RNU6-29P	107131122	ENSG00000207367	
RNU6-30P	100873747	ENSG00000207291	
RNU6-31P	100873740	ENSG00000207116	
RNU6-32P	106480708	ENSG00000206675	
RNU6-33P	100873748	ENSG00000207524	
RNU6-34P	100873749	ENSG00000201744	
RNU6-35P	100873750	ENSG00000207260	
RNU6-36P	100873757	ENSG00000206899	
RNU6-37P	106478920	ENSG00000199562	
RNU6-38P	106480709	ENSG00000206812	
RNU6-39P	100873758	ENSG00000207072	
RNU6-40P	106480703	ENSG00000206981	
RNU6-41P	106478912	ENSG00000207472	
RNU6-42P	100302742	ENSG00000206892	
RNU6-43P	106478921	ENSG00000207029	
RNU6-44P	106478922	ENSG00000206772	
RNU6-45P	100873759	ENSG00000207200	
RNU6-46P	100873760	ENSG00000206587	
RNU6-47P	106480710	ENSG00000206593	
RNU6-48P	100887744	ENSG00000206888	
RNU6-49P	106478923	ENSG00000206983	
RNU6-50P	26825	ENSG00000199226	
RNU6-51P			
RNU6-52P	100873761		
RNU6-53P	100873762	ENSG00000202237	
RNU6-54P	106478986	ENSG00000202433	
RNU6-55P	100873763	ENSG00000223024	
RNU6-56P	100873764	ENSG00000252795	
RNU6-57P	100873765	ENSG00000223280	
RNU6-58P	100873766	ENSG00000252952	
RNU6-59P	100873767	ENSG00000207518	
RNU6-60P	106480750	ENSG00000201662	
RNU6-61P	106480435	ENSG00000202398	
RNU6-62P	106478987	ENSG00000252335	
RNU6-63P	100873768	ENSG00000252499	
RNU6-64P	100873769	ENSG00000252928	
RNU6-65P	106480751	ENSG00000252141	
RNU6-66P	100873770	ENSG00000200267	
RNU6-67P	100873771	ENSG00000222791	
RNU6-68P	100873772	ENSG00000252385	
RNU6-69P	100873773		
RNU6-70P	106478988	ENSG00000252247	
RNU6-71P	100873774	ENSG00000207203	
RNU6-72P	100873775	ENSG00000207012	
RNU6-73P	106478989	ENSG00000207330	
RNU6-74P	106480752	ENSG00000206962	
RNU6-75P	100873776	ENSG00000251753	
RNU6-76P	100873777	ENSG00000206787	
RNU6-77P	106481792	ENSG00000222486	
RNU6-78P	100873778	ENSG00000199767	
RNU6-79P	100873779	ENSG00000199381	
RNU6-80P	106478990	ENSG00000206922	
RNU6-81P	100873780	ENSG00000202478	
RNU6-82P	100873781	ENSG00000200840	
RNU6-83P	100873782	ENSG00000207298	
RNU6-84P	106479603	ENSG00000272445	
RNU6-85P	106481203	ENSG00000271932	
RNU6-86P	106479604	ENSG00000271923	
RNU6-87P	106481204	ENSG00000272028	
RNU6-88P	106479605	ENSG00000272507	
RNU6-89P	106480550	ENSG00000272262	
RNU6-90P	106481205	ENSG00000272337	
RNU6-91P	106479606	ENSG00000272439	
RNU6-92P	106479607	ENSG00000272393	
RNU6-93P			
RNU6-94P	106481206	ENSG00000271819	
RNU6-95P	106479608	ENSG00000207428	
RNU6-96P			
RNU6-97P	106480551	ENSG00000200257	
RNU6-98P	106479609	ENSG00000206900	
RNU6-99P	106479610	ENSG00000201591	
RNU6-100P	106481208	ENSG00000252414	
RNU6-101P	106479611	ENSG00000222255	
RNU6-102P	106481209	ENSG00000207214	
RNU6-103P	106480552	ENSG00000200556	
RNU6-104P	106479612	ENSG00000238509	
RNU6-105P	106481210	ENSG00000200779	
RNU6-106P	106479613	ENSG00000207134	
RNU6-107P	106479614	ENSG00000252452	
RNU6-108P	106481875	ENSG00000202428	
RNU6-109P	106481211	ENSG00000252173	
RNU6-110P	106479615	ENSG00000207237	
RNU6-111P	106481212	ENSG00000252988	
RNU6-112P	107057647	ENSG00000200469	
RNU6-113P	106479616	ENSG00000252462	
RNU6-114P	106481765	ENSG00000207435	
RNU6-115P	106479617	ENSG00000201180	
RNU6-116P	106480553	ENSG00000206769	
RNU6-117P	106481213	ENSG00000202285	
RNU6-118P	106479618	ENSG00000252361	
RNU6-119P	106481214	ENSG00000201752	
RNU6-120P	106479619	ENSG00000251886	
RNU6-121P	106481215	ENSG00000222457	
RNU6-122P	106481876	ENSG00000252627	
RNU6-123P	106479620	ENSG00000251972	
RNU6-124P			
RNU6-125P	106479621	ENSG00000207234	
RNU6-126P	106479622	ENSG00000252494	
RNU6-127P	106480554	ENSG00000212199	
RNU6-128P	106481217	ENSG00000206703	
RNU6-129P	106479623	ENSG00000212324	
RNU6-130P	106481218	ENSG00000223044	
RNU6-131P	106479624	ENSG00000212446	
RNU6-132P	106481219	ENSG00000206590	
RNU6-133P	106481877	ENSG00000206716	
RNU6-134P			
RNU6-135P	106479625	ENSG00000252578	
RNU6-136P	106479626	ENSG00000207393	
RNU6-137P	106481220	ENSG00000200550	
RNU6-138P	106479627	ENSG00000251761	
RNU6-139P	106481977	ENSG00000252449	
RNU6-140P	106481221	ENSG00000207296	
RNU6-141P	106480555	ENSG00000222431	
RNU6-142P	106479628	ENSG00000206746	
RNU6-143P	106479629	ENSG00000252751	
RNU6-144P	106481222	ENSG00000206678	
RNU6-145P	106479630	ENSG00000207307	
RNU6-146P	106865372	ENSG00000207332	
RNU6-147P	106480556	ENSG00000206710	
RNU6-148P	106479631	ENSG00000252823	
RNU6-149P			
RNU6-150P	106479632	ENSG00000252046	
RNU6-151P	106479633	ENSG00000201028	
RNU6-152P	106481223	ENSG00000206764	
RNU6-153P	106479634	ENSG00000201292	
RNU6-154P	106481878	ENSG00000207033	
RNU6-155P	106481224	ENSG00000252156	
RNU6-156P	106479635	ENSG00000278331	
RNU6-157P	106479636	ENSG00000206684	
RNU6-158P	106481225	ENSG00000252913	
RNU6-159P	106480557	ENSG00000212382	
RNU6-160P	106479637	ENSG00000207321	
RNU6-161P	106480387	ENSG00000199921	
RNU6-162P	106481226	ENSG00000252037	
RNU6-163P	106479638	ENSG00000207124	
RNU6-164P	106479639	ENSG00000201474	
RNU6-165P	106481227	ENSG00000252979	
RNU6-166P	106481879	ENSG00000207099	
RNU6-167P	106481228	ENSG00000207019	
RNU6-168P	106479640	ENSG00000251998	
RNU6-169P	106481229	ENSG00000202206	
RNU6-170P	106479641	ENSG00000199702	
RNU6-171P	106481230	ENSG00000207082	
RNU6-172P	106479642	ENSG00000222932	
RNU6-173P	106479643	ENSG00000201085	
RNU6-174P	106481231	ENSG00000222338	
RNU6-175P	106480558	ENSG00000252705	
RNU6-176P	106479644	ENSG00000253005	
RNU6-177P	106481232	ENSG00000223189	
RNU6-178P	106479645	ENSG00000207361	
RNU6-179P	106479646	ENSG00000200220	
RNU6-180P	106481233	ENSG00000252506	
RNU6-181P	106480559	ENSG00000200095	
RNU6-182P	106479647	ENSG00000252779	
RNU6-183P	106481234	ENSG00000200331	
RNU6-184P	106479648	ENSG00000252323	
RNU6-185P	106481235	ENSG00000207150	
RNU6-186P			
RNU6-187P	106481880	ENSG00000206866	
RNU6-188P	106479649	ENSG00000201077	
RNU6-189P	106479650	ENSG00000251929	
RNU6-190P	106481236	ENSG00000206881	
RNU6-191P	106479651	ENSG00000252104	
RNU6-192P	106481237	ENSG00000212555	
RNU6-193P	106480560	ENSG00000222909	
RNU6-194P	106479652	ENSG00000200732	
RNU6-195P	106479653	ENSG00000223284	
RNU6-196P	106481238	ENSG00000207042	
RNU6-197P	106479654	ENSG00000252489	
RNU6-198P	106481239	ENSG00000206985	
RNU6-199P	106481881	ENSG00000199824	
RNU6-200P	106479655	ENSG00000201613	
RNU6-201P	106481240	ENSG00000252909	
RNU6-202P	106479656	ENSG00000251807	
RNU6-203P	106479657	ENSG00000206765	
RNU6-204P	106481241	ENSG00000199335	
RNU6-205P	106633815	ENSG00000212160	
RNU6-206P	106481882	ENSG00000206843	
RNU6-207P	106481766	ENSG00000206864	
RNU6-208P	106479658	ENSG00000199301	
RNU6-209P	106481242	ENSG00000206845	
RNU6-210P	106479659	ENSG00000252752	
RNU6-211P	106479660	ENSG00000206774	
RNU6-212P	106481243	ENSG00000199512	
RNU6-213P	106481244	ENSG00000206778	
RNU6-214P	106479661	ENSG00000206857	
RNU6-215P	106481245	ENSG00000202039	
RNU6-216P	106479662	ENSG00000200152	
RNU6-217P	106481246	ENSG00000206891	
RNU6-218P	106479663	ENSG00000252929	
RNU6-219P	106479664	ENSG00000201598	
RNU6-220P	106481247	ENSG00000212221	
RNU6-221P	106480561	ENSG00000238493	
RNU6-222P	106479665	ENSG00000199308	
RNU6-223P	106481248	ENSG00000199700	
RNU6-224P	106479666	ENSG00000206782	
RNU6-225P	106479667	ENSG00000207343	
RNU6-226P	106481249	ENSG00000200648	
RNU6-227P	106481883	ENSG00000199735	
RNU6-228P	106479668	ENSG00000199570	
RNU6-229P	106481250	ENSG00000252423	
RNU6-230P	106479669	ENSG00000199327	
RNU6-231P	106481251	ENSG00000252931	
RNU6-232P	106480388	ENSG00000252953	
RNU6-233P	106480562	ENSG00000222777	
RNU6-234P	106479670	ENSG00000202099	
RNU6-235P	106479671	ENSG00000199514	
RNU6-236P	106481252	ENSG00000200756	
RNU6-237P	106479672	ENSG00000251794	
RNU6-238P	106481253	ENSG00000200183	
RNU6-239P	106480563	ENSG00000212292	
RNU6-240P	106479673	ENSG00000251907	
RNU6-241P	106479674	ENSG00000212450	
RNU6-242P	106481254	ENSG00000207087	
RNU6-243P	106479675	ENSG00000212442	
RNU6-244P	106866981	ENSG00000212330	
RNU6-245P	106481255	ENSG00000206747	
RNU6-246P	106481884	ENSG00000207433	
RNU6-247P	106479676	ENSG00000199506	
RNU6-248P	106481256	ENSG00000222652	
RNU6-249P	106479677	ENSG00000199886	
RNU6-250P	106479678	ENSG00000252767	
RNU6-251P	106481257	ENSG00000200105	
RNU6-252P	106480564	ENSG00000200102	
RNU6-253P	106480697	ENSG00000207461	
RNU6-254P	106479679	ENSG00000200247	
RNU6-255P	106481258	ENSG00000252766	
RNU6-256P	106479680	ENSG00000252556	
RNU6-257P	106479681	ENSG00000222170	
RNU6-258P	106481259	ENSG00000212186	
RNU6-259P	106481260	ENSG00000206726	
RNU6-260P	106479682	ENSG00000206819	
RNU6-261P	106481885	ENSG00000238697	
RNU6-262P	106481261	ENSG00000222249	
RNU6-263P	106479683	ENSG00000200681	
RNU6-264P	106481262	ENSG00000252943	
RNU6-265P			
RNU6-266P	106479684	ENSG00000201095	
RNU6-267P	106480565	ENSG00000252523	
RNU6-268P	106479685	ENSG00000201044	
RNU6-269P	106481263	ENSG00000212379	
RNU6-270P	106479686	ENSG00000201001	
RNU6-271P	106481264	ENSG00000200728	
RNU6-272P	106479687	ENSG00000222960	
RNU6-273P	106480566	ENSG00000252746	
RNU6-274P	106479688	ENSG00000239075	
RNU6-275P	106481265	ENSG00000201780	
RNU6-276P	106479689	ENSG00000251923	
RNU6-277P	106481266	ENSG00000252081	
RNU6-278P	106481767	ENSG00000212247	
RNU6-279P	106479690	ENSG00000212599	
RNU6-280P	106481886	ENSG00000201015	
RNU6-281P	106481267	ENSG00000206939	
RNU6-282P	106479691	ENSG00000202227	
RNU6-283P	106479692	ENSG00000201658	
RNU6-284P	106481268	ENSG00000223037	
RNU6-285P	106479693	ENSG00000222488	
RNU6-286P	106480567	ENSG00000207476	
RNU6-287P	106481269	ENSG00000252039	
RNU6-288P	106479694	ENSG00000200560	
RNU6-289P	106479695	ENSG00000200963	
RNU6-290P	106481270	ENSG00000202082	
RNU6-291P	106479696	ENSG00000207451	
RNU6-292P			
RNU6-293P	106481271	ENSG00000223191	
RNU6-294P	106479697	ENSG00000201869	
RNU6-295P	106481272	ENSG00000252710	
RNU6-296P	106479698	ENSG00000207338	
